ID,RSEX,KIDBORN,IDENTITY,LONGILL,LIVEWITH,HOUSTYP,HAPPYSCH,PUPBULL,UBULLPHY,UBULLOTH,UBULLSMS,TALENTS,DECISION,RESOLVE,DEVHEAL,GETONWEL,CRITICAL,CREATIVE,DEALCHL,VALUED,MAFEEQ,MAFAIR,MAHARSH,SCHACTIV,RESPECT,KY10INGH,KY10IN01,KY10IN02,KY10IN03,KY10IN04,KY10IN05,KY10IN06,KY10IN07,KY10IN08,KY10IN09,KY10IN10,KYFINAN,AUTKNOW,Autismp1,Autismp2,Autismp3,Autismp4,autismp5,autismp6,autismnoone,autismdontknow,AUTDIFF,AUTGOOD,AUTNXTDR,AUTCLASS,AUTXHELP,AUTBULL,AUTBULLU,AGMORESP,AGLERESP,AGADMIR,AGLISTEN,AGNOMIX,AGMIX,AGMOVE,AGGENER,AGMEMOR,AGLIVE,KC10IN_T,SCHOOLLOC
808,1,1,1,1,2,2,1,1,2,3,2,2,1,3,3,1,4,2,2,2,1, , , ,2,2,2,2,5,4,5,3,5,5,3,4,4, , , , , , , , , , , , , , , , , , , , , , , , , , ,45.6682821130426,2
809,2,1,4,1,2,3,1,2,2,2,2,2,2,2, ,2,2,2, ,2,1, , , ,2,3,5,5,3,3,3,5,3,5,5,3,3,1,1, , , , , , , , , ,2,2,3,2,2,1,2,2,2,2,1,3,1,1,1,48.2897549745108,2
810,2,1,1,1,4,1,1,2,3,3,2,1,1,1,1,1,1,1,3,2,1, , , ,1,4,4,5,4,4,5,4,5,4,4,5,5,1, , ,1,1,1, , , ,1,1,1,1,3,1,2,3,2,2,2,3,1,3,1,1,1,55.0707604205965,2
811,2, ,1,3,4,1,3,4,3,3,1,1,3,3,5,6,3,3, ,3,2,6,1,3,1,1,1,3,4,3,4,3,5,5,5,3,3,2, , , ,1, , , , , ,2,4,4, ,3,2,3,2,3,4,3,2,4,3,5,5,43.3466825309305,2
813,1,1,1,1,1,2,3,2,3,3,2,1,1,2,1,2,1,1,3,1,1, , , ,1,2,4,4,2,2,4,4,5,5,4,4,3,1, , ,1, , , , , ,3,3,1,1,3,2,2,1,1,1,4,4,1,5,1,2,1,45.6682821130426,2
814,1,1,3,2,1,1,2,4, ,2,3,1, ,4,4,4,4,4,2,3,4, , , ,3,1,1,1,5,5,1,4,5,5,5,5,5,2, , , , , , , ,1,3,3,4,2,4,1,2,4,4,1,4,2,5,4,5,2,5,44.4784623272101,2
815,1,1,4,3,1,2,1,3,3,3,2,2,2,2,2,2,2,6,2,6,4, , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2
816,1,1,4,2,2,3,1,1,1,1,1,2,1,3,1,1,1,1,2,1,2,1,4,1,1,1, ,2,4,3,5,1,2, ,1,3,3, , , , , , , , , , , , , , , , , , , , , , , , , , , ,2
817,1,1,2,2,1,1,1,3,3,3,2,1,1,1,2,1,1,2,1,2,4, , , ,1,2,4,5,5,5,3,3,5,5,5,5,5, , , , , , , , , , , , , , , , , , , , , , , , , , ,57.2859533551951,2
818,1,1,1,1,1,2,1,3,3,2,1,3,2,3,1,3,3,3,3,4,4, , , ,4,2,2,2,3,2,3,2,4,2,2,3,5, , , , , , , , , , , , , , , , , , , , , , , , , , ,32.8704644166497,2
819,1,1,1,2,1,2,1,4,4,4,2,1,1,2,2,2,1,1,3,1,4, , , ,1,2,4,3,4,4,3,5,5,5,5,5,4, , , , , , , , , , , , , , , , , , , , , , , , , , ,53.1070741073933,2
820,1,1,1,2,1,1,1,4,3,2,1,1,2,3,1,2,2,1,3,1,3,6,6,6,2,2,5,5,4,4,4,4,5,4,4,5,3, , , , , , , , , , , , , , , , , , , , , , , , , , ,55.0707604205965,2
821,1,1,1,1,1,1,1,3,3,3,2,2,6,3,2,2,3,1,2,3,1, , , ,2,2,3,2,4,5,5,4,5,4,4,5,3, , , , , , , , , , , , , , , , , , , , , , , , , , ,49.7601013765151,2
822,1,1,4,2,1,1,2,2,2,2,2,1,2,5,2,3,2,2,2,4,4, , , ,4,1,5,5,4,5,1,1,5,5,5,5,5, , , , , , , , , , , , , , , , , , , , , , , , , , ,49.7601013765151,2
823,1,1,1,2,1,1,1,3,3,3,2,1,1,1,1,1,1,1,1,1,1, , , ,1,1,5,4,5,5,4,4,5,5,5,5,5, , , , , , , , , , , , , , , , , , , , , , , , , , ,62.9351790050011,2
824,1,1,1,1,1,5,1,3,3,3,2,1,1,1,1,1,1,1,2,1,4, , , ,1,1,3,5,5,5,5,3,5,5,5,5,5, , , , , , , , , , , , , , , , , , , , , , , , , , ,59.8493862271105,2
825,1,1,1,2,1,1,1,3,3,3,2,1,1,1,1,1,1,1,2,1,1, , , ,1,2,4,4,4,4,4,4,5,5,5,5,5, , , , , , , , , , , , , , , , , , , , , , , , , , ,55.0707604205965,2
826,1,1,4,1,1,1,1,2,3,3,2,1,2,1,1,1,2,2,1,1,1, , , ,1,3,4,3,4,4,4,4,5,5,4,4,4, , , , , , , , , , , , , , , , , , , , , , , , , , ,49.7601013765151,2
827,1,1,4,2,1,1,1,3,3,3,2,1,2,1,1,1,2,1,1,2,4, , , ,1,1,5,3,4,4,3,3,5,5,5,4,5, , , , , , , , , , , , , , , , , , , , , , , , , , ,49.7601013765151,2
828,1,1,6,2,1,1,1,3,3,2,2,1,2,2,1,1,2,1,2,2,1, , , ,1,1,5,5,3,4,5,5,5,5,5,5,4,2, , , ,1, , , , , ,3,2,2,3,2,2,3,4,2,4,4,2,2,1,1,2,62.9351790050011,2
829,1,1,4,3,1,1,1,3,3,3,2,1,2,1,2,2,2,1,3,1,3,6,6,6,1,1,5,4,4,5,4,4,5,5,5,5,2,2, , , , , , ,1, ,3,3,4,2,3,2,2,3,5,1,2,3,1,3,2,2,2,59.8493862271105,2
830,1,1,1,2,2,1,1,3,3,3,2,2,1,2,1,1,2,1,1,2,4, , , ,1,1,5,4,4,5,3,4,5,5,4,5,4,2, , , , , , ,1, ,3,3,1,1,3,2,2,2,4,1,4,2,3,3,1,3,2,55.0707604205965,2
831,1,2,3,2,2,2,2,3,3,3,2,1,3,2,2,1,2,2,2,1,4, , , ,1,1,5,5,4,5,4,4,5,5,5,4,4,1, , , ,1, , , , ,1,1,2,2,3,2,2,3,2,2,4,3,1,3,1,1,2,59.8493862271105,2
832,1,1,1,1,1,1,3,3,3,2,2,2,3,4,1,2,3,2,1,3,1, , , ,1,4,2,2,2,3,2,2,5,3,3,3,4,1, , ,1,1,1,1, , ,1,1,2,3,4,3,2,3,2,1,5,3,2,3,1,3,4,34.698724087563,2
833,1,2,4,1,1,1,1,2,3,3,2,1,2,1,1,1,2,2,1,1,1, , , ,1,2,4,4,4,5,4,4,5,5,4,4,4,2, , , , , , , ,1,3,3,4,4,3,2,2,1,3,1,4,2,1,1,1,2,1,53.1070741073933,2
834,1,1,1,3,1,1,1,3,3,3,2,1,2,3,2,2,3,3,1,2,1, , , ,1,2,2,5,3,5,3,3,4,4,4,4,5,2, ,1, , , , , , ,2,3,2,3,3,2,2,3,2,2,4,3,2,3,1,3,2,44.4784623272101,2
835,1,1,2,2,1,1,1,3,3,3,2,1,2,1,1,1,1,2,1,2,1, , , ,1,2,4,2,5,5,3,4,5,5,4,4,3,1, , ,1, , , , , ,3,3,1,1,3,2,2,4,5,2,2,3,1,3,1,3,2,49.7601013765151,2
836,1,1,1,2,1,1,1,3,3,3,2,5,1,1,1,1,1,2,1,1,1, , , ,1,2,5,4,4,4,5,5,5,5,5,4,4,2, , ,1, , , ,1, ,1,1,1,1,3,2,2,1,2,2,4,2,1,2,1,5,2,59.8493862271105,2
837,1,1,1,2,1,1,1,4,3,3,2,2,3,1,1,1,3,1,3,2,4, , , ,1,1,5,4,4,5,5,5,5,5,4,4,4,1, , , , ,1, , , ,1,1,1,2,3,1,2,3,2,1,4,4,1,2,1,3,1,59.8493862271105,2
838,1,2,4,2,2,5,1,2,3,3,2,2,4,4,3,2,2,1,2,4,4, , , ,2,3,3,2,3,4,2,2,3,3,3,2,3,1, , ,1, , , , , ,1,3,1,1,3,1,2,4,3,3,4,1,1,2,1,2,1,34.698724087563,2
839,1,1,1,2,1,1,1,3,3,3,2,1,2,2,4,1,3,1,2,1,1, , , ,1,2,5,5,2,3,5,4,5,5,4,5,3,1, , ,1, ,1, , , ,1,3,1,1,3,1,2,3,2,1,4,3,2,3,1,3,2,53.1070741073933,2
840,1,1,2,1,1,1,1,4,3,3,2,2,2,2,1,1,2,2,1,3,4, , , ,1,2,3,4,4,4,4,5,5,5,4,5,4, , , , , , , , , , , , , , , , , , , , , , , , , , ,53.1070741073933,2
841,1,1,1,2,1,1,1,3,3,3,2,1,2,2,2,1,2,1,3,2,4, , , ,1,2,5,4,5,5,4,4,5,4,5,5,4, , , , , , , , , , , , , , , , , , , , , , , , , , ,59.8493862271105,2
842,1,1,5,1,1,2,1,3,3,2,2,1,1,2,3,1,1,2,3,2,4, , , ,1,2,3,4,3,5,3,3,4,3,4,1,4, , , , , , , , , , , , , , , , , , , , , , , , , , ,40.2415430898556,2
843,1,1,1,2,1,5,3,2,2,3,2,3,3,5,2,3,2,3,2,5,4, , , ,3,4,4,2,2,1,2,2,3,2,2,4,5,2, , , , , , ,1, ,1,3,2,3,3,2,2,3,2,3,4,3,2,3,2,3,2,31.9321512522128,2
844,1,1,1,2,1,2,1,3,3,3,2,2,2,2,2,2,2,1,3,2,4, , , ,1,3,4,5,5,5,3,4,5,5,4,4,5,1, , , , ,1, , , ,3,3,2,2,3,2,3,3,4,3,4,5,5,5,1,2,2,55.0707604205965,2
845,1, , ,2,2,5,1,3,3,3,2,2,2,1,2,1,2,1,3,1,4, , , ,1,1,4,4,4,4,3,3,5,5,5,4,5,1, , , , ,1, , , ,1,3,1,1,3,2,2,5,5,5,4,5,2,5,1,3,5,49.7601013765151,2
846,1,2,4,2,2,2,1,3,3,3,1,2,2,2,2,1,1,2,3,3,4, , , ,1,1,4,4,4,5,2,5,4,5,4,4,5,1, , , , ,1, , , ,1,1,1,1,3,2,2,3,2,2,4,2,2,3,1,3,2,49.7601013765151,2
847,1,1,1,2,3,5,1,2,3,2,2,1,3,6,6,2,2,2,3,2,2,4,3,2,1,1,4,4,4,5,3,3,5,4,1,5,5,1, ,1, , ,1, , , , ,1,1,1,3,2,2,3,2,5,5,5,1,3,5,4,2,45.6682821130426,2
848,1,1,1,2,1,1,1,3,3,3,2,2,2,2,2,2,2,2,3,6,1, , , ,2,1,4,4,4,5,4,5,5,5,5,4,4,1, , ,1, ,1, , , ,1,3,4,4,3,3,2,3,2,1,5,4,5,4,1,3,4,57.2859533551951,2
849,1,1,1,2,1,1,1,2,1, ,2,6,1,2,5, , ,1,2,1,2,5,1,1, ,1,4,5,3,5,2,1,5,5,5,3,5,1, , , ,1, , , , , ,2, ,1,1,1,2,2,4,2,1,1,1,1,1,4,4,45.6682821130426,1
850,1,1,1,1,1,1,1,2,3,2,1,1,1,3,2,3,2,2,1,3,1, , , ,1,3,4,3,4,4,4,5,5,4,5,4,4,2, , ,1,1,1,1, , ,1,1,1,1,3,1,2,3, ,2,3,4,1,3,1,4,2,51.3562010892171,1
851,1,1,2,2,1,5,1,2,3,2,2,6,1,2,2,1,2,1,1,2,1, , , ,1,3,4,4,4,5,2,3,4,5,4,5,4,2, , , , , , , ,1,3,3,4,4,3,1,2,3,5,1,5,5,2,3,1,2,2,48.2897549745108,1
852,2,1,4,2,1,1,1,2,2,2,1,1,1,1,1,1,2,1,1,1,1, , , ,1,1,5,5,4,5,3,5,5,5,5,5,5, , , , , , , , , , , , , , , , , , , , , , , , , , ,62.9351790050011,1
853,2,2,4,2,1,1,1,4,3,3,2,2,1,3,1,2,3,1,2,3,2,5,5,1,1,1,5,4,4,5,4,3,5,4,4,5,5, , , , , , , , , , , , , , , , , , , , , , , , , , ,53.1070741073933,1
854,1,1,1,2,1,1,1,2,3,3,2,1,1,1,1,1,1,1,3,1,1, , , ,1,2,4,4,5,5,5,5,5,5,4,5,4, , , , , , , , , , , , , , , , , , , , , , , , , , ,62.9351790050011,1
855,2,1,7, ,1,1,1,2,2,2,2,2,1,2,2,2,2,1,3,4,2,4,3,2,2,3,4,4,3,3,2,4,5,4,4,3,3, , , , , , , , , , , , , , , , , , , , , , , , , , ,43.3466825309305,1
856,2,1, ,1,1,1,1,2,2,2,2,1,1,2,1,2,1,1,3,4,2,4,1,2,1,3,2,3,4,4,2,3,4,3,4,4,3, , , , , , , , , , , , , , , , , , , , , , , , , , ,40.2415430898556,1
857,2,1,1,2,1,1,1,2,3,2,3,2,2,2,1,2,2,1,1,6,1, , , ,1,1,4,3,4,4,3,3,5,3,3,4,3, , , , , , , , , , , , , , , , , , , , , , , , , , ,43.3466825309305,1
858,1,1,1,2,1,1,1,2,3,3,1,1,1,1,1,1,1,1,1,1,1, , , ,1,3,2,4,2,4,3,4,5,4,5,5,5, , , , , , , , , , , , , , , , , , , , , , , , , , ,45.6682821130426,1
859,2,1,1,1,1,1,1,2,4,2,2,1,1,1,2,1,2,1,3,6,2,3,2,6,2,3,3,3,3,5,4,3,5,5,5,5,4, , , , , , , , , , , , , , , , , , , , , , , , , , ,49.7601013765151,1
860,2,1,1,2,2,1,1,1,2,2,2,2,1,1,1,2,2,1,3,6,1, , , ,2,2,5,5,4,5,3,2,5,5,5,3,4, , , , , , , , , , , , , , , , , , , , , , , , , , ,51.3562010892171,1
861,1,1,1,2,1,2,1,2,3,2,2,1,1,2,1,2,2,2,3,4,2,3,2,3,2,2,4,4,3,5,3,5,4,5,4,5,4, , , , , , , , , , , , , , , , , , , , , , , , , , ,51.3562010892171,1
862,2,1,1,2,2,1,1,2,2,2,2,2,2,2,2,1,2,1,2,3,1, , , ,1,3,2,3,3,4,4,3,4,4,4,4,3, , , , , , , , , , , , , , , , , , , , , , , , , , ,42.2729427242036,1
863,2,1,1,2,1,1,1,2,3,3,2,2,2,3,2,2,2,2,2,3,1, , , ,2,3,4,4,4,4,3,3,5,4,4,4,5, , , , , , , , , , , , , , , , , , , , , , , , , , ,46.9354885516121,1
864,1,1,1,2,1,2,1,2,3,2,2,3,1,5,5,2,4,2,1,4,1, , , ,1,1,5,5,2,5,5,4,5,5,3,3,5,1, , , ,1, , , ,1,1,1,1,1,1,3,2,3,1,1,1,1,1,1,1,1,1,51.3562010892171,1
865,2,3,5,2,1,1,1,2,2,2,1,1,2,6,6,2,1,1,1,2,1, , , ,1,2,1,3,3,4,5,4,5,3,3,4,4,2, , , , , ,1, , ,1,3,1,1,3,1,2,5,5,2,4,4,1,2,1,3,2,42.2729427242036,1
866,2,1,2,1,1,3,3,2,1,1,1,1,1,2,1,1,1,1,1,3,1, , , ,2,2,3,4,3,3,3,5,5,4,2,4,4,1, , ,1, , , , , ,1,1,1,1,3,1,2,3,4,1,4,1,1,3,1,3,2,43.3466825309305,1
867,1,1,4,1,1,1,1,2,2,3,2,2,3,4,4,3,2,1,1,1,2,2,3,1,1,3,4,5,4,4,2,3,2,4,5,4,4,1, , , ,1, , , , ,1,2,3,2,3,1,2,5,1,2,4,2,3,1,1,3,2,44.4784623272101,1
868,1,1,4,2,1,2,1,2,4,2,2,2,6,2,1,1,6,1,3,2,1, , , ,1,2,4,5,4,4,5,4,5,5,4,5,4,2, , , , , , ,1, ,1,3,2,4,3,3,2,1,3,1,4,3,2,5,1,3,1,57.2859533551951,1
869,1,1,1,2,1,1,1,2,3,2,1,4,2,3,1,1,2,1,1,4,2,5,5,3,2,2,5,3,4,4,3,3,4,4,3,4,4,1, , , , , ,1, , ,1,1,1,1,3,1,2,3,1,1,4,4,1,3,1,2,2,44.4784623272101,1
870,2,2,7,2,2,1,1,4,4,4,2,3,4,2,3,2,3,5,2,5,3,3,3,1,3,4,1,1,3,1,2,1,5,1,3,5,1, , , , , , , , , , , , , , , , , , , , , , , , , , ,30.9648180929994,1
871,1,1,1,1,1,1,3,2,3,2,2,2,3,2,3,2,2,2,2,3,4, , , ,2,3,3,4,3,5,3,3,3,4,4,3,3, , , , , , , , , , , , , , , , , , , , , , , , , , ,42.2729427242036,1
872,2,1,4,2,1,1,1,2,3,2,2,1,1,1,1,1,1,1,3,2,1, , , ,1,1,5,4,4,4,2,2,5,4,5,5,5, , , , , , , , , , , , , , , , , , , , , , , , , , ,48.2897549745108,1
873,1,1,2,2,1,3,1,3,3,3,2,2,2,2,1,1,2,1,3,2,2,4,4,3,1,1,5,4,4,5,4,4,5,5,4,4,4, , , , , , , , , , , , , , , , , , , , , , , , , , ,55.0707604205965,1
874,1,1,1,2,1,1,1,2,1,2,2,1,1,4,1,1,2,2,2,2,3,5,1,1,1,2,2,4,4,4,2,2,5,4,4,2,4, , , , , , , , , , , , , , , , , , , , , , , , , , ,40.2415430898556,1
875,1,1,4,1,1,3,1,2,2,2,2,2,2,2,2,1,2,2, ,2,2,3,4,2,2,3,4,4,3,4,4,3,2,5,5,4,3, , , , , , , , , , , , , , , , , , , , , , , , , , ,45.6682821130426,1
876,2,1,1,2,1,1,1,3,3,3,2,1,2,1,2,1,1,1,3,2,1, , , ,1,1,4,4,5,5,4,4,5,5,5,5,4,2, , , , , , , ,1,1,1,2,2,3,2,2,3,2,1,4,3,2,2,2,2,1,59.8493862271105,1
877,2,1,4,2,1,1,1,3,3,3,2,1,2,1,2,2,2,2, ,1,1, , , ,1,2,3,4,5,5,5,4,5,5,5,5,4,1, , , , , , ,1, ,1,1,2,2,3,2,2,5,5,2,4,5,5,2,1,2,1,59.8493862271105,1
878,2,1,1,2,1,1,1,2,3,2,2,1,2,1,2,2,3,2,1,2,1, , , ,2,2,4,4,4,5,4,5,4,4,5,5,4,1, , , , , , ,1, ,1,3,2,3,3,2,2,3,5,1,4,3,2,3,2,3,2,55.0707604205965,1
879,1,2,1,2,1,1,1,2,3,3,2,1,2,1,1,1,2,2,1,1,1, , , ,1,2,4,4,4,4,3,4,5,4,4,4,5,1, , , ,1, , , , ,1,1,1,1,3,2,2,3,5,1,4,3,2,3,2,3,2,48.2897549745108,1
880,1,1,2,2,4,5,1,3,3,3,2,6,1,1,1,2,1,1,3,2,1, , , ,1,1,5,4,5,5,5,4,4,5,5,5,5,2, , , , , , , ,1,3,3,4,4,1,3,1,3,2,1,5,5,5,5,1,3,5,62.9351790050011,1
881,1,1,1,2,1,1,1,3,3,3,2,2,1,2,2,2,3,2,2,3,1, , , ,2,2,3,4,4,4,3,2,3,4,4,5,4,2, ,1, , , , , , ,1,3,1,1,3,2,2,3,1,1,3,2,1,5,1,1,2,43.3466825309305,1
882,2,1,1,2,1,5,1,4,3,3,2,1,3,1,1,1,2,1,1,2,1, , , ,1,1,5,3,5,5,3,4,5,5,4,5,5,2, , , , , , , ,1, ,3,2,3, ,3,2,1,5,2,4,4,1,3,1,3,1,55.0707604205965,1
883,2,1,2,2,1,1,1,2,3,3,2,2,2,2,2,2,2,1,1,2,2,4,5,4,1,3,5,4,4,5,5,5,5,5,4,3,3,1, , , , , , ,1, ,1,3,2,1,3,2,2,1,4,2,4,3,3,3,1,3,3,57.2859533551951,1
884,1,1,1,2,1,1,1,3,3,3,2,1,4,3,1,1,1,1,2,1,3,4,2,2,2,1,5,5,5,5,5,5,5,5,5,5,5,1, ,1,1, ,1, , , ,1,1,1,1,3,2,2,4,1,2,4,4,2,2,1,3,2,83.8102285808255,1
885,2,1,1,2,1,1,1,4,3,2,2,2,2,2,2,2,2,1,1,2,2,2,4,2,2,4,2,3,3,3,4,4,5,5,5,4,3,1, ,1, , , , , , ,1,1,1,1,3,2,2,1,5,1,4,4,1,1,2,2,2,45.6682821130426,1
886,1,1,4,3,1,1,1,3,3,3,2,1,1,1,1,1,1,1,3,6,1, , , ,1,1,5,5,4,5,5,5,5,5,5,5,5,2, , , , , , , ,1,3,3,4,4,3,3,3,5,5,5,5,5,5,5,5,1,1,72.4924306180291,1
887,2,1,1,3,2,3,1,3,3,3,2,1,2,2,1,2,2,1,1,1,1, , , ,1,1,4,5,4,5,4,5,5,5,4,5,3, , , , , , , , , , , , , , , , , , , , , , , , , , ,59.8493862271105,1
888,2,1,1,2,1,1,1,2,4,3,2,6,2,2,3,3,3,1,3,3,1, , , ,2,2,3,3,4,4,3,2,3,5,4,4,3, , , , , , , , , , , , , , , , , , , , , , , , , , ,42.2729427242036,1
889,1,1,1,2,1,1,1,2,3,3,2,2,2,3,2,2,2,1,3,4,2,5,4,4,2,1,5,4,3,4,2,2,3,4,4,4,5, , , , , , , , , , , , , , , , , , , , , , , , , , ,42.2729427242036,1
890,1,1,1,2,1,1,2,4,3,3,2,1,1,3,2,1,2,1,1,6,1, , , ,1,1,5,5,4,4,3,5,5,5,1,4,5, , , , , , , , , , , , , , , , , , , , , , , , , , ,49.7601013765151,1
891,1,1,1,2,1,5,1,4,3,3,2,2,1,2,2,1,2,1,3,3,1, , , ,1,3,3,3,4,5,3,3,4,4,4,4,3,2, , , , , , ,1, ,3,2,2,2,3,2,2,3,5,1,3,4,1,3,1,2,2,44.4784623272101,1
892,1,1,2,3,1,2,1,2,2,2,2,2,1,2,1,2,2,1,3,1,3,1,3,3,2,1,2,4,4,4,2,2,3,5,2,4,3,2, , , , , , , ,1,3,3,1,3,2,3,3,4,3,2,2,5,4,3,3,3,2,39.2838832622343,1
893,2,1,4,2,1,1,1,2,2,2,2,2,6,6,2,2,1,1,3,3,2,5,6,6,1,3,2,4,3,4,2,3,5,5,4,5,5, , , , , , , , , , , , , , , , , , , , , , , , , , ,44.4784623272101,2
894,1,1,1,2,1,5,3,2,2,2,2,4,3,4,3,2,3,3,2,3,2,4,2,3,3,4,2,2,3,4,1,2,5,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , ,32.8704644166497,2
895,1,1,2,2,2,2,1,2,3,3,2,2,2,2,3,2,2,2,1,2,2,5,3,3,2,2,4,4,4,5,2,3,4,4,4,4,4, , , , , , , , , , , , , , , , , , , , , , , , , , ,45.6682821130426,2
896,2,1,1,2,1,2,1,2,3,3,2,2,2,2,1,1,2,1,3,2,1, , , ,1,2,5,4,4,5,4,5,5,5,5,4,4, , , , , , , , , , , , , , , , , , , , , , , , , , ,59.8493862271105,2
897,2,1,1,2,1,5,1,3,3,3,2,1,2,1,1,1,2,1,1,1,1, , , ,1,1,5,5,5,5,4,5,5,5,4,5,5, , , , , , , , , , , , , , , , , , , , , , , , , , ,66.8625516314074,2
898,1,1,2,2,1,5,1,2,3,2,3,6,2,6,4,4,2,2,3,4,4, , , ,3,2,4,2,3,2,5,3,4,1,2,3,4, , , , , , , , , , , , , , , , , , , , , , , , , , ,36.507637095292,2
899,2,1,4,2,1,3,1,2,3,2,1,2,1,2,1,1,1,2,3,2,2,4,2,2,2,1,4,5,4,3,3,4,3,5,5,5,4, , , , , , , , , , , , , , , , , , , , , , , , , , ,49.7601013765151,2
900,1,1,1,2,1,2,3,2,2,3,2,2,2,3,1,2,1,1,3,3,3,5,2,3,2,2,4,4,4,4,2,4,4,4,4,4,3, , , , , , , , , , , , , , , , , , , , , , , , , , ,45.6682821130426,2
901,2,1,1,2,1,5,1,2,3,3,2,2,3,2,2,2,2,3,2,2,2,4,3,3,2,3,2,2,3,4,3,3,4,3,4,5,3, , , , , , , , , , , , , , , , , , , , , , , , , , ,40.2415430898556,2
902,1,1,4,2,1,5,2,2,3,2,2,6,5,4,3,3,6,3,3,6,3,4,2,5,1,1,5,5,4,5,3,4,5,5,3,4,5, , , , , , , , , , , , , , , , , , , , , , , , , , ,53.1070741073933,2
903,1,1,1,2,1,1,3,2,3,4,2,2,2,6,2,2,6,3,3,6,2,3,3,2,2,1,4,5,4,4,3,4,5,4,4,4,4, , , , , , , , , , , , , , , , , , , , , , , , , , ,49.7601013765151,2
904,2,1,1,2,1,1,2,2,3,2,2,2,1,2,1,1,1,1,3,2,1, , , ,1,2,4,3,4,5,4,4,5,5,3,4,3, , , , , , , , , , , , , , , , , , , , , , , , , , ,49.7601013765151,2
905,1,1,1,2,1,1,1,2,3,3,2,2,1,2,2,2,1,1,3,1,1, , , ,1,2,4,3,4,4,4,4,5,5,5,5,4, , , , , , , , , , , , , , , , , , , , , , , , , , ,53.1070741073933,2
906,1,1,1,2,1,1,1,2,3,2,3,1,2,2,1,1,2,2,3,2,2,4,2,6,2,2,4,4,4,4,3,3,5,4,4,4,4, , , , , , , , , , , , , , , , , , , , , , , , , , ,46.9354885516121,2
907,2,1,4,2,1,2,1,2,3,2,3,1,2,1,1,2,2,1,1,2,2,1,4,5,1,4,4,3,3,5,5,4,5,5,3,3,2,2, , , , , , , ,1,3,3,3,3,3,2,2,1,3,2,4,3,1,3,1,2,1,48.2897549745108,2
908,1,1,4,2,1,1,1,2,3,3,2,2,1,2,3,6,1,2,1,3,4, , , ,1,2,5,4,4,5,2,2,3,5,4,5,3,2, , , ,1, , , , ,3,3,4,4,3,1,2,2,1,5,4,5,2,4,1,3,1,46.9354885516121,2
909,1,1,1,2,2,3,1,2,3,3,2,2,2,2,3,1,2,3,1,1,2,2,4,2,3,2,4,5,4,4,4,5,5,5,4,3,4,2, , , ,1, , , , ,2,2,2,1,3,2,2,1,2,2,3,2,4,3,1,3,2,53.1070741073933,2
910,1,1,4,1,1,1,1,2,4,2,2,2,1,2,2,2,2,2,2,2,2,3,2,2,2,4,4,4,4,4,3,4,5,3,4,4,5,1, , , , , , , ,1,3,3,2,2,3,2,2,3,2,3,4,2,2,2,1,2,2,46.9354885516121,2
911,1,1,1,2,1,1,1,2,2,3,2,3,3,1,1,3,2,3,3,2,2,3,3,4,2,2,2,2,4,4,2,1,3,3,3,5,3,2, , , , , , ,1, , ,3,2,2,3,3,2,4,1,1,4,2,1,3,2,3,4,36.507637095292,2
912,1,1,1,2,1,1,1,3,3,3,2,1,2,2,3,2,3,2,1,3,2,3,3,2,1,1,5,4,4,4,5,4,5,5,5,3,4,2, , , ,1, , , , ,1,3,1,1,3,2,2,5,5,1,4,5,5,3,1,3,2,55.0707604205965,2
913,1,1,4,2, ,1,3,4,4,4,1,6,6,6,2,3,3,3,3,6,4, , , ,2,4,2,5,5,5,1,5,5,5,5,5,5,2, , , , , , , ,1,3,3,4,4,3,2,3,4,1,3,1,3,2,2,1,3,1,53.1070741073933,2
914,2,1,4,2,2,2,1,3,3,3,2,2,2,1,2,2,2,2,2,2,1, , , ,1,2,4,5,3,4,4,5,5,5,4,5,5,1, ,1, , , , , , ,1,1,1,1,3,1,2,1,5,2,3,4,2,3,1,3,5,55.0707604205965,2
915,2,1,1,2,1,2,1,4,3,3,2,2,2,2,2,1,2,1,3,1,2,3,3,4,2,1,4,5,4,5,3,5,5,5,5,4,3,1, , , , , , , ,1,1,3,2,2,3,2,2,5,2,2,4,4,1,3,1,3,2,57.2859533551951,2
916,2,1,1,2,1,1,1,2,3,3,2,2,2,2,2,1,2,1,1,2,1, , , ,2,1,4,5,4,5,1,4,5,4,4,4,5,2, , , , , , ,1, ,1,1,4,3,2,2,2,2,1,2,4,3,2,4,2,3,2,48.2897549745108,2
917,1,1,1,2,3,3,1,4,4,3,2,1,2,4,1,2,6,1,3,3,2,4,3,6,3,2,2,4,3,5,4,5,5,5,5,4,3,1, , , , , , , ,1,2,1,1,1,3,3,2,1,5,1,4,2,5,5,1,3,1,51.3562010892171,2
918,1,1,2,3,1,1,2,1,2,2,3,4,2,4,3,3,3,5,3,5,3,3,1,6,4,3,2,2,3,3,3,4,5,4,1,5,3,2, , , ,1, , , , ,3,3,2,2,1,1,2,1,3,1,1,1,1,3,1,1,2,39.2838832622343,1
919,1,1,2,2,1,5,2,1,3,3,2,5,5,5,5,2,3,5,2,5,3,5,1,5,4,5,3,4,5,5,2,4,4,4,2,5,3, , , , , , , , , , , , , , , , , , , , , , , , , , ,45.6682821130426,1
