ID,RSEX,KIDBORN,IDENTITY,LONGILL,LIVEWITH,HOUSTYP,HAPPYSCH,PUPBULL,UBULLPHY,UBULLOTH,UBULLSMS,TALENTS,DECISION,RESOLVE,DEVHEAL,GETONWEL,CRITICAL,CREATIVE,DEALCHL,VALUED,MAFEEQ,MAFAIR,MAHARSH,SCHACTIV,RESPECT,KY10INGH,KY10IN01,KY10IN02,KY10IN03,KY10IN04,KY10IN05,KY10IN06,KY10IN07,KY10IN08,KY10IN09,KY10IN10,KYFINAN,AUTKNOW,Autismp1,Autismp2,Autismp3,Autismp4,autismp5,autismp6,autismnoone,autismdontknow,AUTDIFF,AUTGOOD,AUTNXTDR,AUTCLASS,AUTXHELP,AUTBULL,AUTBULLU,AGMORESP,AGLERESP,AGADMIR,AGLISTEN,AGNOMIX,AGMIX,AGMOVE,AGGENER,AGMEMOR,AGLIVE,KC10IN_T,SCHOOLLOC
920,1,1,2,2,1,1,1,3,3,3,2,1,1,1,1,1,1,1,1,2,1, , , ,1,1,5,5,5,5,5,5,5,5,5,5,5, , , , , , , , , , , , , , , , , , , , , , , , , , ,83.8102285808255,1
921,2,1,4,2,1,1,1,2,3,3,2,2,1,1,1,1,2,2,2,4,4, , , ,2,2,3,4,3,4,2,3,5,4,4,5,4, , , , , , , , , , , , , , , , , , , , , , , , , , ,44.4784623272101,1
922,1, ,2,2,1,1,1,2,3,2,2,2,6,2,1,3,2,1,3,1,2,4,5,4,2,2,2,3,4,4,4,4,5,4,4,5,4, , , , , , , , , , , , , , , , , , , , , , , , , , ,46.9354885516121,1
923,1,1,2,2,1,1,3,4,3,3,2,5,4,3,2,4,1,3,2,3,2,5,1,5,2,1,4,5, ,4,3,3,5,5,4, ,3, , , , , , , , , , , , , , , , , , , , , , , , , , , ,1
924,2,1,4,1,1,1,1,2,4,2,2,2,1,2,3,3,1,1,3,2,1, , , ,1,3,4,5,4,4,3,3,5,5,5,5,4,2, , , , , , , ,1,1,3,2,2,3,3,2,4,5,1,4,4,1,3,1,4,2,53.1070741073933,1
925,2,1,4,2,2,1,1,2,3,3,2,2,2,1,1,1,2,2,1,6,1, , , ,2,1,5,4,5,5,5,5,5,5,5,5,4,2, , , , , , , ,1,3,3,4,4,3,2,2,3,5,5,5,5,5,3,1,2,1,72.4924306180291,1
926,2,1,2,2,1,5,3,2,3,3,2,2,2,3,1,1,6,1,1,3,2,3,2,2,2,2,1,4,4,5,1,2,3,5,4,5,3,2, , , , , , ,1, ,3,3,3,3,3,2,2,3,2,3,2,5,1,5,1,3,1,41.2378962438453,1
927,1,1,1,2,1,1,3,4,3,3,2,3,4,5,5,3,2,3,2,5,4, , , ,2,3,1,3,3,5,2,3,3,4,3,2,1, , , , , , , , , , , , , , , , , , , , , , , , , , ,36.507637095292,1
928,2,1,4,2,1,5,1,3,3,2,2,2,2,4,2,2,2,2, ,5,3,6,1,6,2,1,4,4,3,5,3,1,5,5,3,4,3,1, , , , , , , ,1, ,3,4, ,3,3,2,5,5,1,5,5,5,5,5,5,5,44.4784623272101,1
929,1,1,4,2,1,1,2,4,2,4,1,3,5,5,3,5,3,5,3,5,2,5,1,6,2,5,3,2,2,3,5,1,4,4,3,4,5,2, , , , , , ,1, ,3,3, ,4,3,3,3,1,5,5,5,5,5,5,5,5,5,38.3358967662053,1
930,1,1,7,2,1,1,3,2,3,3,2,3,4,6,4,2,3,5,3,4,2,5,3,5,2,1,4,4,3,5,2,1,4,4,2,3,3,2, , , , , , ,1, ,3,2,3,2,2,2,2,5,5,5,5,5,5,5,1,2,2,39.2838832622343,1
931,1,1,7,3,1,1,3,4,3,4,2,3,6,3,4,3,4,3,3,3,2,4,2,6,2,2,4,3,4,5,3,3,4,5,3,3,3,1, , , , , , , ,1,3,3,2,4,3,2,2,5,5,5,3,5, ,5,5,2,5,44.4784623272101,1
932,1,1,4,2,1,1,1,3,3,4,2,5,5,5,5,5,5,5,2,5,3,5,1,5,2,1,5,5,5,4,2,2,3,4,2,1,2,2, , , , , , ,1, ,3,3,2,2,3,2,2,3,2,2,4,3,1,3,1,3,2,40.2415430898556,1
933,1,1,4,2,1,5,1,2,3,3,2,2,2,3,2,2,2,2,3,2,1, , , ,1,2,4,4,4,4,3,4,5,5,5,4,5, , , , , , , , , , , , , , , , , , , , , , , , , , ,51.3562010892171,2
934,1,2,4,2,1,1,1,4,3,3,2,2,2,2,1,2,1,2,2,1,1, , , ,2,2, ,3, ,5,3,5,5,5,5,4,3, , , , , , , , , , , , , , , , , , , , , , , , , , , ,2
935,2,2, ,2,1,1,2,2,2,1,2,4,4,3,2,3,2,1,1,5,2,3,2,1,2,3,3,5,3,2,2,2,3,3,3,3,3, , , , , , , , , , , , , , , , , , , , , , , , , , ,36.507637095292,2
936,1,1,4,2,1,2,3,3,3, ,2,2, , ,2,2,2,2, ,2,1, , , ,2,1,1,1,2,3, ,5, ,4,3,1,5, , , , , , , , , , , , , , , , , , , , , , , , , , , ,2
937,1,1,4,2,1,3,1,3,3,3,2,6,6,3,1,1,1,1,2,5,1, , , ,2,3,2,4,3,3,1,5,1,5,4,4,5, , , , , , , , , , , , , , , , , , , , , , , , , , ,39.2838832622343,2
938,1,3,6,3,1,2,3,2,1,3,2,2,2,6,1,2,6,2,3,3,2,6,6,1,2,1,4,3,3,4,5,5,5,4,4,4,3, , , , , , , , , , , , , , , , , , , , , , , , , , ,49.7601013765151,2
939,1,1,1,2,1,2,1,2,2,3,2,2,1,3,1,2,1,1, ,1,1, , , ,2,4,4,5,4,4,3,4,5,5,3,4,3, , , , , , , , , , , , , , , , , , , , , , , , , , ,49.7601013765151,2
940,2,1,1,2,2,1,2,3,3,2,2,1,5,2,3,2,5,4,2,5,1, , , ,1,1,5,5,5,5,5,5,5,5,5,5,4, , , , , , , , , , , , , , , , , , , , , , , , , , ,83.8102285808255,2
941,1,1,3,2,1,1,2,4,3,3,2,1,1,3,1,2,1,4,1,4,4, , , ,2,5,1,3,5,4,3,4,5,3,2,2,3, , , , , , , , , , , , , , , , , , , , , , , , , , ,39.2838832622343,2
942,1,1,4,2,1,3,1,3,3,3,2,1,2,2,2,1,1,1,1,2,1, , , ,2,1,5,4,4,4,3,4,5,5,5,4,4, , , , , , , , , , , , , , , , , , , , , , , , , , ,53.1070741073933,2
943,1,1,2,2,1,1,1,2,3,3,2,2,1,3,1,3,3,1,3,1,2,4,1,3,1,3,2,3,4,4,2,5,4,5,4,3,3, , , , , , , , , , , , , , , , , , , , , , , , , , ,43.3466825309305,2
944,2,1,7,3,2,1,1,2,2,2,3,1,1, ,6, ,6, , , ,2,3,1,1,6,1, ,5,1,1,4,5, ,1,1,1,4, , , , , , , , , , , , , , , , , , , , , , , , , , , ,2
945,1,1,1,2,1,5,3,4,3,3,2,2,2,3,2,1,2,2,1,3,1, , , ,2,1,4,3,3,4,2,3,4,4,5,3,4, , , , , , , , , , , , , , , , , , , , , , , , , , ,42.2729427242036,2
946,2,1,2,2,1,1,1,4,3,3,2,2,2,2,2,2,1,2, ,2,1, , , ,2,2,4,4,4,4,3,3,5,4,4,4,5, , , , , , , , , , , , , , , , , , , , , , , , , , ,46.9354885516121,2
947,2,1,1,1,1,1,1,3,3,3,2,2,2,2,2,2,2,1,3,2,1, , , ,2,2,4,4,4,5,3,3,5,5,5,5,4, , , , , , , , , , , , , , , , , , , , , , , , , , ,53.1070741073933,2
948,1,1,4,1,1,3,1,3,3,3,2,2,2,2,2,1,2,1,2,2,1, , , ,2,2,3,3,5,5,2,4,5,5,4,4,2, , , , , , , , , , , , , , , , , , , , , , , , , , ,48.2897549745108,2
949,2,1,1,2,1,1,1,4,3,3,2,2,3,2,2,2,1,3,3,6,1, , , ,1,2,4,4,3,5,2,1,5,5,5,4,5, , , , , , , , , , , , , , , , , , , , , , , , , , ,45.6682821130426,2
950,2,1,1,1,1,2,3,4,3,4,3,2,2,3,2,2,2,1,3,3,2,4,5,3,1,2,5,5,4,4,3,4,5,4,3,5,4, , , , , , , , , , , , , , , , , , , , , , , , , , ,51.3562010892171,2
951,2,1,1,3,1,2,1,2,2,2,3,2,4,4,3,4,5,2,1,4,2,5,3,5,5,2,3,5,4,3,2,2,5,5,3,4, , , , , , , , , , , , , , , , , , , , , , , , , , , ,43.3466825309305,2
952,2,1,1,2,1,5,1,4,3,2,1,1,6,2,3,4,2,1,1,2,1, , , ,1,2,5,5,3,4,3,4,5,4,5,5,5, , , , , , , , , , , , , , , , , , , , , , , , , , ,53.1070741073933,2
953,2,1,1,2,2,3,1,2,2,2,2,1,1,2,2,2,1,2, ,2,1, , , ,2,1,5,3,3,4,5,4,4,4, ,4,5, , , , , , , , , , , , , , , , , , , , , , , , , , ,47.9318417056018,2
954,2,1,1,2,1,1,1,2,4,3,2,1,2,2,1,1,2,2,1,1,2,5,5,1,1,1,4,2,4,4,5,4,5,4,2,3,2, , , , , , , , , , , , , , , , , , , , , , , , , , ,44.4784623272101,2
955,2,1,1,2,2,5,1,4,2,2,2,1,1,1,1,1,1,1,1,1,1, , , ,1,2,3,3,2,3,4,3,5,4,2,5,3, , , , , , , , , , , , , , , , , , , , , , , , , , ,41.2378962438453,2
956,2,1,1,2,1,2,1,2,3,2,2,2,2,1,2,1,2,1,3,2,1, , , ,1,2,2,3,3,3,3,4,5,5,4,4,3, , , , , , , , , , , , , , , , , , , , , , , , , , ,43.3466825309305,2
957,1,1,4,2,1,1,1,2,2,2,2,2,2,1,3,2,2,3,2,2,2,4,2,2,1,2,4,4,4,4,2,3,4,4,4,4,5,1, , , , , , ,1, ,1,1,2,2,3,2,2,3,2,2,3,1,1,2,1,2,2,44.4784623272101,2
958,2,1,2,2,1,1,1,3,3,3,2,1,2,3,2,3,2,1,3,2,2,3,1,1,2,2,3,4,4,4,2,3,5,4,5,3,4,1, , , , , , ,1, ,3,3,1,1,3,2,2,4,3,4,4,2,1,2,1,3,2,44.4784623272101,2
959,2,1,1,2,2,1,1,2,3,1,2,2,2,3,2,3,2,2,2,3,1, , , ,1,2,3,3,3,3,3,3,5,4,4,4,3,2, , , , , , , ,1,3,3,2,2,3,2,2,5,5,2,4,4,1,2,1,1,1,42.2729427242036,2
960,1,3,5,3,4,2,3,4,2,2,3,2,3,3,2,2,2,3,3,3,4, , , ,2,3,3,2,3,3,3,2,5,3,3,3,2,2, , , , , , , ,1,3,3,2,2,3,3,3,5,5,2,4,5,5,3,5,2,2,37.4169302649526,2
961,1,1,1,1,1,1,1,2,3,3,2,1,2,2,2,2,1,1,1,2,2,4,2,4,1,2,5,4,4,4,1,2,5,4,4,4,3,1, , , , , , ,1, ,1,1,2,2,3,2,2,3,5,1,2,2,2,1,2,2,2,44.4784623272101,2
962,1,1,3,2,2,3,3,2,3,3,2,2,2,2,2,1,2,1,3,2,2,3,3,6,1,3,3,2,4,5,2,3,3,5,5,3,3,2, , , , , , , ,1,3,3,4,4, ,3,3,1,2,2,2,2,2,3, ,2,2,42.2729427242036,2
963,1,1,1,2,1,1,1,2,3,2,2,2,1,1,2,1,1,1,3,1,1, , , ,1,1,3,4,4,5,4,2,4,4,5,5,4,2, , , , , , , ,1,3,3,4,4, ,3,2,1,5,1,4,5,1,2,1,1,2,48.2897549745108,2
964,1,1,1,2,1,1,1,4,3,3,2,2,2,2,2,2,2,3,2,2,2,4,2,3,1,2,3,4,4,4,3,4,5,4,4,4,4,2, , , , , , , , , , , , , , ,2,5,5,2,3,4,2,3,2,1,2,46.9354885516121,2
965,2,1,4,2,1,1,1,3,3,3,2,2,2,1,1,1,2,2,3,2,1, , , ,1,2,5,4,4,5,4,4,5,5,4,4,5,2, , , , , , , ,1,1,1,1,1,3,2,2,3,1,2,4,5,2,3,1,1,1,55.0707604205965,2
966,2, ,7,2,1,3,1,3,3,3,2,2,2,2,2, ,1,2,3,2,1, , , ,1,2,2,4,4,4,3,3,5,5,3,5, ,2, , , , , , ,1, ,3,3,2,4,3,2,2,5,5,4,5,5,5,3,5,5,2,45.6682821130426,2
967,2,1,1,2,2,3,1,4,3,3,2,2,1,2,1,1,1,1,3,2,1, , , ,1,1,4,3,4,5,3,4,5,5,5,5,4,2, , , , , , , ,1, ,1,2,1,3,3,2,3,4,3,3,2,1,3,1,2,2,53.1070741073933,2
968,1,1,4,2,1,5,1,4,3,3,2,2,2,3,2,2,1,2,3,2,2,4,2,2,2,2,4,4,4,5,3,4,4,4,4,4,4,2, , , , , , , ,1,3,3,2,2,2,2,2,3,2,2,2,2,2,4,2,2,1,48.2897549745108,2
969,1,1,1,2,1,1,3,4,3,4,2,2,2,3,2,2,3,4,2,3,1, , , ,2,2,2,5,4,4,3,2,4,5,4,3,2,2, , , , , , ,1, ,3,3,2,2,3,3,3,5,1,2,1,4,1,5,1,3,2,43.3466825309305,2
970,1,1,1,2,1,1,1,4,3,3,2,1,2,2,1,2,1,1,3,3,2,3,3,1,1,2,2,3,5,5,1,5,5,5,4,5,4,2, , , , , , , ,1,3,3,4,4, ,3,3,3,5,2,4,5,2,3,1,2,2,48.2897549745108,2
971,1,1,1,2,1,2,1,4,3,3,2,2,3,1,2,1,2,1,2,2,1, , , ,1,2,4,4,4,5,3,4,5,5,4,4,4,2, , , , , , , ,1,3,3,1,1,3,2,2,4,2,2,4,3,2,3,1,3,2,51.3562010892171,2
972,1,1,1,2,1,3,1,2,4,2,2,1,1, ,2,3,2,1,2,2,2,5,2, ,2,3,5, ,5,5,2,5,1,3,5,4,5,2, , , , , , ,1, , ,3,4,4, ,2, ,1,4,5,3,5,4,5,5,4,5,46.3260686613076,2
973,1,1,1,2,1,1,1,2,2,2,2,2,3,3,2,2,3,1,3,3,2,5,6,2,1,2,3,4,4,4,3,4,5,5,4,4,4,2, , , , , , , ,1,1,3,4,4,3,2,2,4,5,3,3,2,2,3,2,2,1,48.2897549745108,2
974,1,1,1,2,1,1,1,3,3,3,2,2,4,4,1,2,4,2,2,2,1, , , ,4,1,5,4,5,5,5,5,5,5,5,4,5, , , , , , , , , , , , , , , , , , , , , , , , , , ,66.8625516314074,2
975,1,1,2,2,1,1,2,2,3,3,2,1,4,4,2,2,4,4,2,2,2,6,2,2,1,3,2,4,2,3,4,4,5,5,3,4,1, , , , , , , , , , , , , , , , , , , , , , , , , , ,43.3466825309305,2
976,1,1,1,2,2,5,3,3,3,3,2,2,2,1,1,1,6,1,1,4,1, , , ,1,2,5,5,3,3,2,2,3,5,4,4,4, , , , , , , , , , , , , , , , , , , , , , , , , , ,43.3466825309305,2
977,1,1,1,2,1,3,1,4,3,3,2,2,1,2,2,1,1,2,1,2,1, , , ,1,1,5,5,5,5,5,5,5,5,5,5,5, , , , , , , , , , , , , , , , , , , , , , , , , , ,83.8102285808255,2
978,2,1,1,2,3,5,1,3,3,3,2,2,2,2,2,2,2,2,1,6,1, , , ,2,2,5,4,4,4,3,2,4,4,4,5,3, , , , , , , , , , , , , , , , , , , , , , , , , , ,46.9354885516121,2
979,1,1,1,2,1,2,3,2,2,2,2,2,2,2,1,2,2,2, ,2,2,4,4,2,1,2,5,4,3,3,4,5,5,4,4,4,4,1, , , , ,1, , , ,3, ,1,1,3,2,2,5,5,2,3,2,1,2,2,1,2,49.7601013765151,2
980,1,1,1,2,2,1,3,2,3,3,2,1,2,3,1,2,2,1,3,2,1, , , ,2,2,4,4,4,4,4,4,4,5,3,3,3,1, , , , ,1, , , ,3,3,4,4,3,2,2,3,5,1,4,3,2,3,1,2,5,46.9354885516121,2
981,2,1,1,2,3,2,1,2,3,2,2,1,1,1,1,1,1,1,1,1,1, , , ,1,2,5,5,4,4,3,4,5,5,5,5,5,1, , , , ,1, , , ,3,3,1,1,3,2,2,3,1,1,4,4,1,3,1,3,2,57.2859533551951,2
982,1,1,1,2,1,1,1,2,3,3,3,2,1,5,1,1,2,1,1,2,1, , , ,2,4,4,5,3,4,3,1,4,5,4,1,4,1, , , , , , ,1, ,1,1,2,1,3,2,3,3,2,2,1,2,1,3,1,1,2,41.2378962438453,2
983,1,1,1,2,1,2,1,3,3,3,2,2,3,2,1,3,1,2,2,3,1, , , ,2,1,5,5,4,5,4,5,5,5,5,4,3,1, , , , ,1, , , ,1,1,1,1,4,2,2,3,2,1,4,4,1,5,1,3,2,62.9351790050011,2
984,1,2,4,2,1,2,3,2,3,3,2,4,3,5,2,3,4,4,2,5,1, , , ,4,2,5,4,3,5,2,2,4,4,4,2,2,1, ,1, , , , , , ,1,1,1,1,3,2,2,4,1,3,3,1,1,3,2,3,3,42.2729427242036,2
985,1,1,5,2,1,1,1,2,3,2,2,1,2,4,3,1,2,1,2,1,2,4,4,2,2,2,5,4,3,3,2,2,5,4,4,3,3,1, , , , ,1, , , ,1,3,2,2,3,2,2,4,3,1,4,4,1,4,1,3,2,42.2729427242036,2
986,1,1,1,2,1,5,1,3,3,3,2,1,2,2,1,2,2,3,2,6,1, , , ,2,2,5,4,5,5,3,5,5,5,2,4,5,2, , , , ,1, , , ,3,3,1,1,3,2,2,3,4,3,5,3,1,3,1,3,2,53.1070741073933,2
987,2,1,1,2,2,2,1,4,3,3,2,2,1,1,1,1,2,1,3,2,2,5,6,6,1,2,3,3,3,5,1,5,2,4,3,3,3,2, , , , , , ,1, ,1,1,4,4,3,2,2,5,5,2,4,3,2,5,2,2,2,39.2838832622343,2
988,2,1,4,2,1,1,1,2,2,3,2,2,3,2,2, ,2,2,1,2,1, , , ,2,3,4,4,5,4,3,5,4,5,3,3,3,1, ,1, , ,1, , , ,1,1,2,2,4,2,2,3,5,2,3,3,1,3,1,3,2,48.2897549745108,2
989,2,1,4,2,1,1,3,2,3,2,3,2,2,1,2,1,2,1,1,3,2,3,3,3,2,3,3,3,2,2,4,3,3,5,4,2,3,1, ,1, , , , , , ,1,1,2,2,3,2,2,3,5,1,4,3,1,3,1,2,2,38.3358967662053,2
990,2,1,1,2,1,1,3,2,4,1,1,6,6,1,1,2,1,1,1,4,3,3,1,3,2,3,2,2,1,1,5,5,5,3,3,4,2,1, , ,1, ,1, , , ,3,3,1,1,4,3,2,5,5,5,5,1,1,5,1,1,2,38.3358967662053,2
991,2,1,1,2,1,2,1,4,3,2,1,6,2,2,4,2,2,2,2,3,2,3,3,2,1,1,4,4,3,2,5,5,5,5,4,5,4,1, , , , ,1, , , ,3,3,1,1,1,2,2,1,1,1,5,5,1,5,1,5,5,51.3562010892171,2
992,1,1,2,2,1,1,2,2,3,2,2,3,5,4,3,2,3,2,3,1,2,5,5,1,1,2,5,3,4,5,1,1,3,2,1,4,2, , , , , , , , , , , , , , , , , , , , , , , , , , ,36.507637095292,1
993,1,1,2,2,1,2,3,3,3,3,2,3,2,4,3,3,2,2,2,2,4, , , ,6,1,3,3,5,5,5,1,3,5,5,3,3, , , , , , , , , , , , , , , , , , , , , , , , , , ,45.6682821130426,1
994,2,1,1,3,1,1,1,2,2,2,2,1,2,1,1,2,1,1, ,2,1, , , ,2,1,5,4,5,4,4, ,5,5,5,5,5,2, , , , , , ,1, ,3,3,4,4, ,3,2,5, ,5,4, ,5,5,5, ,5,62.3354324462888,1
995,2,1,4,2,2,1,1,3,2,1, ,2,2,2,2,2,2,2,1,2,1, , , ,2,2,5, ,4,5,1,1,1,5,3,4,5,2,1, , , , , , , , ,2,1,3,2,1, ,1,2,2,3,1,5,3,4,2,5,39.2838832622343,2
996,2,1,1,2,1,1,1,2,2,2,2,2,3,2,3,3,2,1,1,3,2,3,5,3,3,2,2,2,3,4,3,2,5,3,2,4,3,1, , ,1, , , , , , ,3,2,2,3,1,2,3,1,1,2,2,5,3,1,3,2,37.4169302649526,2
997,1,1,1,1,2,3,1,4,2,1,2,1,1,2,1,1,2,1,1,3,1, , , ,1,1, ,4,4,4,2,2,5,5,3,4,5, , , , , , , , , , , , , , , , , , , , , , , , , , , ,2
998,2,1,1,2,1,1,1,1,2,3,1,1,1,1,1,1,1, ,1,1,1, , , ,1,1,5,4,4,2,1,1,3,4,5,5,5, , , , , , , , , , , , , , , , , , , , , , , , , , ,41.2378962438453,2
999,2,1,3,2,1,3,1,4,2,4,1,2,4,4,2,3,2,1,1,1,2,4,2,2,2,4,2,5,4,2,3,3,5,5,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , ,40.2415430898556,2
1000,2,1,5,3,1,3,3,1,2,2,1,2,2,6,4,1,6,6,3,1,2,4,4,2,2,2,3,3,3,4,2,4,5,5,3,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , ,41.2378962438453,2
1001,2,1,3,2,1,2,1,2,3,3,2,2,2,2,1,1,2,2,1,1,1, , , ,1,2,5,4,4,4,5,4,5,5,5,5,4, , , , , , , , , , , , , , , , , , , , , , , , , , ,59.8493862271105,2
1002,2,1,6,2,4,3,2,1,1,1,2,6,2,2,2,2,4,2,2,2,3,5,5,4,3,3,4,3,1,1,5,1,5,5,1,3,2, , , , , , , , , , , , , , , , , , , , , , , , , , ,36.507637095292,2
1003,2,1,3,2,3,3,1,1,2,3,1,1,2,1,2,2,1,1,1,2,1, , , ,1,1,4,4,4,5,5,2,5,5,5,4,2, , , , , , , , , , , , , , , , , , , , , , , , , , ,53.1070741073933,2
1004,2,1,1,2,2,2,1,3,3,3,2,2,3,6,6,3,4,2,2,4,2,3,5,3,2,3,2,4,3,4,4,3,5,5,4,2,5, , , , , , , , , , , , , , , , , , , , , , , , , , ,43.3466825309305,2
1005,2,1,2,2,1,3,1,2,3,3,2,1,1,1,2,1,1,1,1,1,1, , , ,1,3,4,5,2,5,3,3,5,5,5,5,5, , , , , , , , , , , , , , , , , , , , , , , , , , ,51.3562010892171,2
1006,1,1,1,2,2,2,1,1,2,1,2,2,2,1,2,2,2,2,1,2,1, , , ,2,1,5,5,5,5,5,5,5,5,5,5,4, , , , , , , , , , , , , , , , , , , , , , , , , , ,83.8102285808255,2
1007,2,1,2,3,1,2,1,4,1,1,2,2,1,2,2,2,2,2,3,2,1, , , ,2,1,5,5,5,5,5,5,5,5,5,5,5, , , , , , , , , , , , , , , , , , , , , , , , , , ,83.8102285808255,2
1008,2,1,1,2,1,2,1,3,3,3,2,1,2,1,1,2,2,2, ,2,1, , , ,1,1,1,5,5,5,5,4,5,5,5,4,5, , , , , , , , , , , , , , , , , , , , , , , , , , ,55.0707604205965,2
1009,2,1,3,2,2,3,1,1,3,2,2,2,3,1,2,2,1,1,1,1,2,3,3,2,2,2,5,5,2,4,4,5,5,5,5,5,5,1, , ,1, , , , , ,3,1,1,1,3,2,2,5,5,2,4,4,1,2,1,3,2,57.2859533551951,2
1010,1,1,1,2,1,2,1,4,3,3,2,1,2,1,2,1,4,2,1,1,2,4,4,3,1,1,5,4,4,5,3,3,5,5,5,5,3,2, , , , , , , ,1,3,3,4,2,3,2,2,3,3,3,5,2,5,3,1,1,2,55.0707604205965,2
1011,1,1,1,2,1,1,1,3,3,3,2,1,2,1,1,1,2,1,1,1,1, , , ,1,3,5,4,5,5,5,5,5,5,5,5,4,2, , , , , , , ,1, , ,2,2,3,2,2,5,5,1,4,4,1,2,1,2,1,72.4924306180291,2
1012,1,1,3,2,1,1,1,2,3,2,2,2,3,3,2,1,2,2, ,1,2,3,2,1,5,3,4,4,3,3,4,4,5,4,5,4,4,2, , , , , , , ,1, , ,1,2,3,3,2,3,1,1,4,3,2,3,1,3,2,48.2897549745108,2
1013,2,1,1,2,1,2,1,2,3,3,2,2,2,2,2,1,2,1,3,2,1, , , ,1,2,4,4,4,4,3,3,5,5,4,4,4,1, ,1, , , , , , ,1,3,2,2,3,2,2,3,2,2,5,5,2,3,2,3,2,48.2897549745108,2
1014,1,1,7,2,1,2,1,4,3,4,2,2,3,2,2,3,3,1,3,2,1, , , ,2,1,4,4,4,4,5,4,5,5,4,5,5,1, , , , , , , ,1,3,3,2,2,3,2,2,5,5,1,4,3,1,5,1,2,2,55.0707604205965,2
1015,1,1,3,2,1,3,1,2,3,3,2,1,2,2,3,2,1,2,3,1,1, , , ,1,1,5,5, ,5,5,5,5,4,5,5,5,2, , , , , , ,1, , , ,2,2,3,3,2,3,2,1,4,1,5,3, ,1,2,71.2058775162754,2
1016,2,1,1,2,2,3,3,2,2,2,1,3,3,3,1,2,2,1,1,3,2,1,1,3,1,1,5,5,3,4,3,4,5,5,2,3,5,1, , ,1, , , , , ,1,1,2,2,3,2,2,3,2,2,4,3,3,3,1,3,3,46.9354885516121,2
1017,1,2,1,3,1,5,1,2,3,2,2,3,2,4,2,2,2,2,3,4,2,3,3,6,1,2,4,3,3,4,3,3,4,4,3,4,2, , , , , , , , , , , , , , , , , , , , , , , , , , ,42.2729427242036,2
1018,1,1, ,2,2,3,1,1,3,2,2,1,6,6,1,1,6,1,3,2,4, , , ,2,1,2,3,3,2,3,4,1,5,4,5,2, , , , , , , , , , , , , , , , , , , , , , , , , , ,39.2838832622343,2
1019,2,1,3,2,1,3,3,2,2,3,1,3,3,2,1,1,4,5,2,2,1, , , ,1,2,5,3,3,4,1,1,5,4,1,1,2, , , , , , , , , , , , , , , , , , , , , , , , , , ,35.5983439256314,2
1020,2,3,6,1,1,2,3,3,3,3,2,1,2,1,1,1,1,1,3,2,1, , , ,1,1,5,2,3,4,1,3,5,2,4,4,3, , , , , , , , , , , , , , , , , , , , , , , , , , ,40.2415430898556,2
1021,1,1,1,2,1,1,1,3,3,2,2,4,2,5,2,4,2,2,2,3,3,4,2,1,2,1,3,2,4,3,1,3,5,4,2,5,3,2, , , , , , ,1, ,3,3,4,4,3,2,2,4,1,3,1,4,2,3,5,4,2,39.2838832622343,2
1022,2,1,3,2,1,3,3,4,4,3,1,1,6,3,2,2,2,1,3,6,3,6,6,6,2,2,4,3,2,2,5,4,5,3,3,3,4,2, , , , , , , ,1,3,2,1,2,3,2,2,5,5,5,5,5,2,3,2,3,2,41.2378962438453,2
1023,1,1,7,2,1,1,1,2,3,3,2,1,1,5,2,2,2,3,2,2,1, , , ,2,2,3,5,5,4,5,3,5,5,4,5,5,2, , , , , , , ,1,3,3,4,4,1,3,2,4,2,2,3,3,1,5,1,2,2,55.0707604205965,2
1025,2, ,6,2,4,2,1,4,4,2,1,1,1,6,1,2,1,1,3,6,1, , , ,1,1,5,5,5,5,5,5,5,5,5,5,3,2, , , , , , , ,1,3,3,1,1,3,2,2,3,4,1,4,4,1,2,1,2,4,83.8102285808255,2
1026,2,1,4,2,1,2,1,2,4,2,2,1,2,2,3,2,1,1,2,1,1, , , ,1,1,3,4,3,4,5,3,5,5,4,4,4,1, , ,1, , , , , ,1, ,1,1,1,2,2,3,5,1,4,2,1,5,2,3,4,48.2897549745108,2
1027,2,1,1,2,2,1,1,2,3,3,2,2,2,6,2,2,6,2,3,3,2,3,4,2,1,4,3,4, ,5,3,3,5,5,4,4, ,2, ,1, , , , , , ,3,1,2,2,3,3,2,4,2,2,3,5,2,3,2,3,2,48.2897549745108,2
1028,2,1,1,3,1,1,1,2,3,2,2,2,2,2,2,1,2,1,3,2,1, , , ,2,3,4,4,3,4,3,3,4,5,2,4,3,2, , , , , , ,1, ,3,3,2,2,3,2,2,5,5, ,3,5,2,5,1,2,1,43.3466825309305,2
1029,1,1,1,2,4,1,1,2,3,3,2,2,2,1,2,1,2,1,3,3,2,4,3,6,1,2,2,3,4,5,4,3,5,4,4,4,3,1, ,1, , , , , , ,3,3,2,4,3,1,2,3,2,2,2,3,2,2,1,1,2,45.6682821130426,2
1030,1,1,4,2,1,1,1,2,3,3,2,1,2,2,4,2,2,1,3,1,3,2,1,3,1,2,2,4,5,5,5,4,1,5,4,4,4,1, ,1, , , , , , ,3,3,2,4,2,1,1,3,1,3,1,2,1,3,3,3,3,46.9354885516121,2
